301,"December"
302,"Nov. 13"
303,"March"
304,"third - quarter"
305,"a year earlier"
306,"Sept. 27 , 1989"
307,"yesterday"
308,"the six months"
309,"Oct. 1"
310,"the latest period"
311,"1988"
312,"this year"
313,"last year"
314,"yesterday"
315,"a year earlier"
316,"the third quarter"
317,"a year ago"
318,"the latest quarter"
319,"Last year"
320,"the year"
321,"June 30 , 1990"
322,"the current fiscal year"
323,"fiscal 1989"
324,"fiscal 1989"
325,"yesterday"
326,"fourth quarter"
327,"Sept. 30"
328,"the fiscal year"
329,"fiscal 1988"
330,"third - quarter"
331,"a year ago"
332,"last month"
333,"fourth - quarter"
334,"the latest quarter"
335,"a year ago"
336,"last year"
337,"the first nine months"
338,"the 1988 period"
339,"year - ago"
340,"the 1988 second quarter"
341,"currently"
342,"yesterday"
343,"one day"
344,"yesterday"
345,"5 p.m. EST Nov. 9"
346,"Nov. 6"
347,"Previously"
348,"the first two years"
349,"five years"
350,"27 - year"
351,"six months"
352,"several - year"
353,"now"
354,"Nov. 20"
355,"yesterday"
356,"already"
357,"Nov. 10"
358,"third - quarter"
359,"year - earlier"
360,"the quarter"
361,"a year earlier"
362,"third - quarter"
363,"A year earlier"
364,"yesterday"
365,"the third quarter"
366,"year - earlier"
367,"the nine months"
368,"year - earlier"
369,"one - year term"
370,"an additional year"
371,"mid - afternoon yesterday"
372,"Dec. 10"
373,"already"
374,"third - quarter"
375,"a year ago"
376,"future"
377,"1990"
378,"currently"
379,"the quarter"
380,"a year ago"
381,"now"
382,"January"
383,"early 1990"
384,"once"
385,"the early 1980s"
386,"1983"
387,"1985"
388,"July 1988"
389,"Tuesday"
390,"this month"
391,"Monday"
392,"early this week"
393,"the next three quarters"
394,"the first nine months"
395,"recent quarters"
396,"fourth - quarter"
397,"two - year"
398,"yesterday"
399,"earlier this year"
400,"Earlier"
401,"yesterday"
402,"this week"
403,"Tuesday"
404,"fourth - quarter"
405,"a year earlier"
406,"the latest period"
407,"last year"
408,"the year"
409,"Sept. 30"
410,"This year"
411,"the full year"
412,"recent"
413,"the next year or so"
414,"fourth - quarter"
415,"the year"
416,"yesterday"
417,"Jan. 3"
418,"Nov. 16"
419,"the fourth quarter"
420,"Aug. 26"
421,"A year earlier"
422,"Oct. 23"
423,"about two years ago"
424,"the 20th century"
425,"third - quarter"
426,"a year ago"
427,"a flat second quarter"
428,"the year - earlier period"
429,"the 1989 period"
430,"a year ago"
431,"the first nine months"
432,"the third quarter"
433,"the third quarter"
434,"a year ago"
435,"The latest period"
436,"the near future"
437,"early next year"
438,"yesterday"
439,"now"
440,"last year"
441,"third - quarter"
442,"the quarter"
443,"Sept. 30"
444,"the year - ago quarter"
445,"year - ago"
446,"the third quarter"
447,"three years"
448,"each month"
449,"last Wednesday"
450,"Earlier yesterday"
451,"last week"
452,"Monday"
453,"the third quarter"
454,"Sept. 30"
455,"the corresponding period last year"
456,"This quarter"
457,"this year 's third quarter"
458,"last year"
459,"last year 's quarter"
460,"the year"
461,"March 31"
462,"currently"
463,"the third quarter"
464,"a year ago"
465,"August"
466,"yesterday"
467,"this summer"
468,"a year ago"
469,"third - quarter"
470,"a year"
471,"Earlier this month"
472,"next year 's first quarter"
473,"the year"
474,"March 31"
475,"last year"
476,"Friday"
477,"last Thursday"
478,"Nov. 6"
479,"Nov. 16"
480,"Friday evening"
481,"mid - November"
482,"last week"
483,"Thursday"
484,"Thursday"
485,"Dec. 7"
486,"Nov. 30"
487,"then"
488,"Friday"
489,"Nov. 16"
490,"March 1 , 2011"
491,"Friday"
492,"last Monday"
493,"5 p.m. EST , Nov. 6"
494,"midnight Friday"
495,"last Friday"
496,"Sept. 26"
497,"Friday"
498,"Late last week"
499,"June"
500,"around year end"
501,"March 15 , 2007"
502,"last year"
503,"last December"
504,"February"
505,"February"
506,"Friday"
507,"Friday"
508,"third - quarter"
509,"Last year"
510,"year - earlier"
511,"nearly two weeks ago"
512,"fourth - quarter"
513,"Friday"
514,"the latest quarter"
515,"last year"
516,"nearly three years"
517,"Third - quarter"
518,"August"
519,"the nine months"
520,"last year"
521,"Friday"
522,"the third quarter"
523,"next year"
524,"the quarter"
525,"the year - earlier quarter"
526,"a month ago"
527,"the quarter"
528,"future quarters"
529,"the quarter"
530,"the end of the year"
531,"the quarter"
532,"the past several quarters"
533,"every quarter"
534,"next year"
535,"the near term"
536,"this year"
537,"this year"
538,"last year"
539,"Friday"
540,"the first nine months"
541,"a year"
542,"the fourth quarter"
543,"next year"
544,"next year"
545,"next year"
546,"Friday"
547,"the past"
548,"from time to time"
549,"Sept. 14"
550,"Thursday"
551,"Friday"
552,"recently"
553,"May"
554,"February"
555,"early September"
556,"July"
557,"recent"
558,"Earlier this month"
559,"the next four years"
560,"the nine months"
561,"months ago"
562,"soon"
563,"now"
564,"five - year"
565,"that time"
566,"this year"
567,"next year"
568,"recent"
569,"1990"
570,"a good part of 1990"
571,"next year"
572,"recent months"
573,"January"
574,"Last week"
575,"third - quarter"
576,"the first nine months"
577,"recently"
578,"several quarters"
579,"recently"
580,"the end of 1990"
581,"this past spring"
582,"Friday"
583,"the year"
584,"tomorrow"
585,"currently"
586,"this year"
587,"recent years"
588,"recent years"
589,"the future"
590,"1980"
591,"September"
592,"Last month"
593,"the short term"
594,"Friday"
595,"earlier this month"
596,"1994 or later"
597,"the weekend"
598,"June 1994"
599,"five years"
600,"1990"
601,"1991"
602,"1988"
603,"1990"
604,"now"
605,"Friday"
606,"1984"
607,"September"
608,"this month"
609,"now"
610,"past years"
611,"these days"
612,"1987"
613,"Eight trading days"
614,"Oct. 12"
615,"the day"
616,"Three days"
617,"Friday"
618,"Friday"
619,"the week"
620,"Friday"
621,"Friday"
622,"October"
623,"now"
624,"Thursday"
625,"two to three weeks"
626,"third - quarter"
627,"last year"
628,"the 1988 quarter"
629,"now"
630,"current"
631,"1993"
632,"current"
633,"this year"
634,"soon"
635,"right now"
636,"recently"
637,"Friday"
638,"this year"
639,"the next two years or so"
640,"1989"
641,"next year"
642,"next year"
643,"recent weeks"
644,"Last Friday"
645,"recently"
646,"1992"
647,"the full year"
648,"Last year"
649,"third - quarter"
650,"the latest quarter"
651,"Friday"
652,"Oct. 15 , 1999"
653,"Thursday"
654,"Nov. 1 , 2009"
655,"1999"
656,"Nov. 17 , 1992"
657,"around Nov. 1"
658,"Dec. 31 , 1994"
659,"the end of 1994"
660,"the next 12 to 18 months"
661,"currently"
662,"Oct. 15 , 1999"
663,"now"
664,"as soon as possible"
665,"Earlier this year"
666,"Friday"
667,"the quarter"
668,"July 31"
669,"fourth quarter"
670,"yesterday"
671,"1988"
672,"1989"
673,"next year"
674,"1988"
675,"the third quarter"
676,"the quarter"
677,"the year - ago third quarter"
678,"the next two years"
679,"fiscal 1989"
680,"currently"
681,"fourth - quarter"
682,"the year"
683,"Aug. 31"
684,"last year"
685,"1988"
686,"earlier this year"
687,"September"
688,"third - quarter"
689,"this fall"
690,"future"
691,"this week"
692,"the past year"
693,"the third quarter"
694,"Aug. 26"
695,"Oct. 20"
696,"Aug. 10 , 1988"
697,"18 months"
698,"two - year"
699,"this month"
700,"late yesterday"
701,"the year"
702,"July 2"
703,"this year"
704,"current"
705,"Sept. 30"
706,"Earlier this month"
707,"the third quarter"
708,"mid - November"
709,"December"
710,"the comparable year - ago quarter"
711,"second quarter"
712,"Oct. 31"
713,"that quarter"
714,"today"
715,"Nov. 17"
716,"Jan. 1 , 1990"
717,"the third quarter"
718,"Aug. 21"
719,"the third quarter"
720,"the year - earlier third quarter"
721,"June"
722,"Nov. 1"
723,"last week"
724,"yet"
725,"yesterday"
726,"Tuesday"
727,"yesterday"
728,"Tuesday"
729,"yesterday"
730,"Dec. 31 , 1990"
731,"the next 14 months"
732,"1984"
733,"current"
734,"1988"
735,"This week"
736,"Tuesday"
737,"last April"
738,"yesterday"
739,"at least 30 days"
740,"August 1988"
741,"Dec. 7"
742,"Nov. 22"
743,"yesterday"
744,"the third quarter"
745,"the year - earlier quarter"
746,"last June"
747,"earlier this month"
748,"the nine months"
749,"the year - earlier period"
750,"Dec. 1"
751,"Nov. 10"
752,"1989"
753,"1990 and beyond"
754,"yesterday"
755,"Last week"
756,"the past two months"
757,"the past two months"
758,"recent"
759,"the weeks ahead"
760,"recent years"
761,"the past two months"
762,"last week"
763,"week"
764,"last month"
765,"every month"
766,"the last three years"
767,"this month"
768,"early September"
769,"Friday Oct. 13"
770,"now"
771,"the past two months"
772,"this year"
773,"August"
774,"The last two months"
775,"this year"
776,"Oct. 19"
777,"this year"
778,"Oct. 19"
779,"now"
780,"recent weeks and months"
781,"last June"
782,"soon"
783,"this week"
784,"recent"
785,"last month"
786,"a three - year period"
787,"1985"
788,"1987"
789,"months"
790,"January"
791,"A few days"
792,"March"
793,"The following month"
794,"early this month"
795,"yesterday"
796,"today"
797,"later this year"
798,"the third quarter of 1984"
799,"third - quarter"
800,"a year ago"
801,"currently"
802,"Tuesday"
803,"1989"
804,"last year"
805,"this year"
806,"last"
807,"next year"
808,"the past 20 years"
809,"1987"
810,"now"
811,"Monday"
812,"July 1"
813,"this year"
814,"Nov. 1 , 2004"
815,"yesterday"
816,"third - quarter"
817,"yesterday"
818,"Wednesday"
819,"Later yesterday"
820,"the third quarter"
821,"third - quarter"
822,"yesterday"
823,"the third quarter"
824,"the fourth quarter"
825,"coming weeks"
826,"Wednesday"
827,"Wednesday"
828,"the third quarter"
829,"a year earlier"
830,"The latest quarter"
831,"the nine months"
832,"a year earlier"
833,"the year - earlier nine months"
834,"third - quarter"
835,"a year earlier"
836,"the next couple of years"
837,"the third quarter"
838,"yesterday"
839,"third - quarter"
840,"the year - earlier quarter"
841,"the latest quarter"
842,"June 1989"
843,"third - quarter"
844,"a year ago"
845,"the year - earlier period"
846,"the latest quarter"
847,"this year"
848,"several months"
849,"current"
850,"April"
851,"a year"
852,"yesterday"
853,"the latest quarter"
854,"a year earlier"
855,"a year ago"
856,"earlier in the year"
857,"the third quarter"
858,"the quarter"
859,"the nine months"
860,"a year earlier"
861,"Dec. 14"
862,"Nov. 15"
863,"January"
864,"Dec. 21"
865,"Aug. 9"
866,"then current"
867,"the fiscal - first quarter"
868,"Sept. 30"
869,", a year"
870,"a year earlier"
871,"Feb. 1"
872,"recently"
873,"now"
874,"Quarterly"
875,"this year"
876,"1988"
877,"1987"
878,"this year 's third quarter"
879,"a year earlier"
880,"Sept. 30"
881,"this year"
882,"1990"
883,"1974"
884,"Feb. 1"
885,"the fiscal first quarter"
886,"the quarter"
887,"Sept. 29"
888,"a year earlier"
889,"the 1988 period"
890,"this month"
891,"the quarter"
892,"April"
893,"the quarter"
894,"April"
895,"the summer"
896,"its fourth quarter"
897,"June 30"
898,"this year"
899,"the fiscal year"
900,"Recently"
901,"early next year"
902,"Nov. 22"
903,"last May"
904,"Last April"
905,"two years"
906,"yesterday"
907,"the third quarter"
908,"yesterday"
909,"this morning"
910,"year end"
911,"a year ago"
912,"the nine months"
913,"a year earlier"
914,"the first nine months"
915,"third - quarter"
916,"the nine months"
917,"the latest nine months"
918,"a year earlier"
919,"the end of 1990"
920,"next year"
921,"the next three years"
922,"1988"
923,"1983"
924,"the past 20 months"
925,"years"
926,"this year"
927,"about a decade"
928,"the 1990s"
929,"recently"
930,"soon"
931,"last year"
932,"the fourth quarter"
933,"1990"
934,"this year"
935,"this month"
936,"a later date"
937,"early 1991"
938,"this month"
939,"the third quarter"
940,"the 1988 third quarter"
941,"third - quarter"
942,"two - year"
943,"the fourth quarter"
944,"first two quarters of 1990"
945,"coming quarters"
946,"the third quarter of 1990"
947,"year - ago period"
948,"Third - quarter"
949,"a year ago"
950,"third - quarter"
951,"a year ago"
952,"a year ago"
953,"June 1"
954,"the fourth quarter"
955,"the early summer"
956,"third - quarter"
957,"the year - ago quarter"
958,"now"
959,"fiscal second - quarter"
960,"quarter"
961,"Sept. 30"
962,"a year ago"
963,"The latest period"
964,"Last year"
965,"the latest fiscal year"
966,"1985"
967,"the past two years"
968,"the six months"
969,"Aug. 12"
970,", a year"
971,"Last month"
972,"the fiscal first quarter"
973,"last spring"
974,"the quarter"
975,"Sept. 30"
976,"a year earlier"
977,"the quarter"
978,"now"
979,"the quarter"
980,"third - quarter"
981,"a year earlier"
982,"Year - earlier"
983,"the nine months"
984,"a year earlier"
985,"the third quarter"
986,"the quarter a year ago"
987,"the latest quarter"
988,"a year earlier"
989,"recent years"
990,"the nine months"
991,"a year earlier"
992,"Sept. 30"
993,"June 30"
994,"1994"
995,"now"
996,"five years"
997,"August"
998,"the past two weeks"
999,"Oct. 9"
1000,"'s end"
1001,"Sept. 30"
1002,"days"
1003,"summer"
1004,"now"
1005,"at least the past 18 months"
1006,"third - quarter"
1007,"last month"
1008,"the last half of 1989"
1009,"1990"
1010,"yesterday"
1011,"1989"
1012,"the last half of the ' 80s"
1013,"the mid - 1990s"
1014,"the current year"
1015,"yesterday"
1016,"1990"
1017,"third - quarter"
1018,"last year"
1019,"third quarter"
1020,"a year earlier"
1021,"third - quarter"
1022,"year - earlier"
1023,"the latest period"
1024,"second"
1025,"quarters"
1026,"the current quarter"
1027,"Nov. 8"
1028,"Sept. 30"
1029,"yesterday"
1030,"yesterday"
1031,"Oct. 31"
1032,"five years ago"
1033,"last year"
1034,"third - quarter"
1035,"the year - ago period"
1036,"third - quarter"
1037,"a year ago"
1038,"earlier this year"
1039,"yesterday"
1040,"third - quarter"
1041,"A year ago"
1042,"yesterday"
1043,"within 18 months"
1044,"third quarter"
1045,"the year - ago period"
1046,"the quarter"
1047,"Dec. 15"
1048,"Nov. 17"
1049,"yesterday"
1050,"90 days"
1051,"last year"
1052,"nearly forty years"
1053,"Sunday"
1054,"Sunday"
1055,"1978"
1056,"Friday"
1057,"Sunday"
1058,"today"
1059,"1985"
1060,"Last week"
1061,"last year"
1062,"last February"
1063,"Sunday"
1064,"last week"
1065,"last week"
1066,"Sunday"
1067,"nearly two years"
1068,"six weeks ago"
1069,"time"
1070,"Friday"
1071,"nearly two months"
1072,"10 - hour"
1073,"Previously"
1074,"Thursday"
1075,"over a week"
1076,"Jan. 13"
1077,"Friday"
1078,"Feb. 23"
1079,"Thursday"
1080,"Thursday"
1081,"Friday"
1082,"next week"
1083,"1990"
1084,"last month"
1085,"nineteen ninety - six"
1086,"January nineteen ninety - seven"
1087,"last month"
1088,"Now"
1089,"nineteen ninety - seven"
1090,"this week"
1091,"today"
1092,"last night"
1093,"now"
1094,"Thursday"
1095,"the last five years"
1096,"recent months"
1097,"last year"
1098,"1993"
1099,"Tuesday"
1100,"Tomorrow"
1101,"now"
1102,"tomorrow"
1103,"Now"
1104,"one day"
1105,"next week"
1106,"Monday"
1107,"yesterday"
1108,"yesterday"
1109,"Friday"
1110,"yesterday"
1111,"yesterday"
1112,"the weekend"
1113,"the end of the month"
1114,"Over the weekend"
1115,"March"
1116,"today"
1117,"the end of November"
1118,"currently"
1119,"previously"
1120,"the end of this week"
1121,"1993"
1122,"Nov. 21"
1123,"Earlier this year"
1124,"last week"
1125,"six months"
1126,"the year"
1127,"June"
1128,"March"
1129,"this year"
1130,"first nine months"
1131,"the year"
1132,"recently"
1133,"Friday"
1134,"1987"
1135,"Sept. 29"
1136,"this year"
1137,"Dec. 7"
1138,"Friday"
1139,"1989"
1140,"early November"
1141,"third - quarter"
1142,"a year ago"
1143,"third - quarter"
1144,"the third quarter"
1145,"the third quarter"
1146,"a year ago"
1147,"Third - quarter"
1148,"a year ago"
1149,"yesterday"
1150,"Dec. 15"
1151,"the fiscal year"
1152,"Jan. 31"
1153,"1992"
1154,"currently"
1155,"Friday"
1156,"overnight"
1157,"the previous Friday"
1158,"Oct. 13"
1159,"current"
1160,"Thursday"
1161,"the week"
1162,"two - week"
1163,"Friday"
1164,"one day"
1165,"this week"
1166,"Monday"
1167,"Friday"
1168,"Thursday"
1169,"recent"
1170,"Friday"
1171,"the morning"
1172,"day"
1173,"November"
1174,"this week"
1175,"Friday"
1176,"the week"
1177,"Friday"
1178,"the past five days"
1179,"a week"
1180,"Friday"
1181,"Friday"
1182,"the weekend"
1183,"last week"
1184,"year - end"
1185,"sometime next year"
1186,"last week"
1187,"Friday"
1188,"last week"
1189,"early next year"
1190,"yesterday"
1191,"Wednesday"
1192,"Yesterday"
1193,"next week"
1194,"late September"
1195,"Monday"
1196,"Nov. 6"
1197,"last April"
1198,"early next year"
1199,"the next few years"
1200,"the past two quarters"
1201,"recently"
1202,"Yesterday"
1203,"the beginning of October"
1204,"Nov. 9"
1205,"currently"
1206,"Oct. 31"
1207,"yesterday"
